,Fabricante,Modelo,Versao,Valor,Cidade,Ano,Combustível,Placa final,KM,Câmbio,Cor,Carroceria,Airbag motorista,Ar-condicionado,Direção hidráulica,Vidros elétricos dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Airbag duplo frontal,Limpador traseiro,Desembaçador traseiro,Câmbio automático,Computador de bordo,Vidros elétricos traseiros,Sensor de estacionamento dianteiro,Farol de neblina,Baixa quilometragem,Único dono,Ipva pago,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Airbags laterais,Distribuição eletrônica de frenagem (ebd),Direção elétrica,Trio elétrico,Volante com regulagem de altura,Volante multifuncional,Central multimídia,Entradas usb,Rádio,Piloto automático adaptativo (acc),Rodas de liga leve,Sensor de farol,Airbags de cortina,Brake light,Cintos três-pontos para todos os ocupantes,Controle de tração,Controle eletrônico de estabilidade (esc),Frenagem autônoma de emergência (aeb),Sensor de estacionamento traseiro,Acendimento automático dos faróis,Ar quente,Banco traseiro bipartido,Banco traseiro rebatível,Chave presencial,Encostos de cabeça no banco traseiro,Luz de cortesia no porta-luvas,Luz de cortesia no porta-malas,Regulagem de altura do facho dos faróis,Saídas de ar-condicionado na segunda fileira,Volante com regulagem de altura e profundidade,Bluetooth,Banco do motorista com regulagem de altura,Bancos de couro,Ajuste elétrico dos retrovisores,Assistente de subida em rampa,Carregador de celular por indução,Câmera de ré,Espelhamento de celular,Fixação para cadeirinhas infantis (isofix),Luz de condução diurna (drl),Start-stop,Retrovisores com rebatimento elétrico,Tração 4x4,Adaptado para pcd,Kit visibilidade,Aceita troca,Cd player,Airbag central,Nenhuma batida,Parece novo,Pneus novos,Veículo de não fumante,Revisões realizadas,Pronta entrega,Laudo cautelar aprovado,Licenciado esse ano,Possui vistoria,Retrovisor interno eletrocrômico,Ar-condicionado digital,Faróis de led,Limitador de velocidade,Gps,Sensor de chuva,Teto solar,Cd player com mp3,Saldão,Possui multas,Porta-copos,Aerofólio,Garantia de fábrica,Protetor de caçamba,Capota marítima,Wi-fi,Volante com acabamento em couro,Alerta de cinto para condutor,Alerta de cinto para passageiro da primeira fila,Ar-condicionado digital de 2 zonas,7 lugares,Garantia de 1 ano,Assistente de descida,Para-choque na cor do veículo,Cluster digital,Computador de bordo digital,Chave canivete,Descanso de braço na primeira fileira,Tração dianteira,Vidros elétricos traseiros one touch,Vidros elétricos dianteiros one touch,Pneus de uso misto,Encomenda,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros antiesmagamento,Airbag de joelho,Airbag de capô,Android auto sem fio,Apple carplay,Apple carplay sem fio,Câmera 360º,Seta no retrovisor,Sistema de conectividade,Rodas de aço com calotas,Android auto,Teto panorâmico,Kit multimídia com tv,Banco do motorista com aquecimento,Toca fitas,Mylink
73,Hyundai,HB20,1.6 Comfort Plus (Aut) (Flex),R$ 55.900,Salvador - BA,2016/2016,Flex,3,60.000,,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,,1.6,128 (E) / 122 (G),16.5 (E) / 16 (G),190 (E) / 186 (G),10.6 (E),7.1 (E) / 9.9 (G),9.4 (E) / 12.5 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1470,1680,3920,1071,50,2500,300,5,,Sim,,,Sim,,,Sim,Sim,,Sim,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,,,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Nissan,March,1.6 16V SL CVT (Flex),R$ 51.990,Salvador - BA,2017/2017,Flex,4,70.000,,Branco,Hatch,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,1.6,111 (E) / 111 (G),15.1 (E) / 15.1 (G),N/C,10.6 (E),7.8 (E) / 12 (G),15 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1528,1675,3827,999,41,2450,265,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Fiat,Bravo,Sporting 1.8 16V (Flex),R$ 49.900,Salvador - BA,2015/2016,Flex,0,100,,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,1.7,132 (E) / 130 (G),18.9 (E) / 18.4 (G),193 (E) / 191 (G),9.9 (E),7.9 (E),11.2 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1488,1792,4373,1423,58,2602,400,5,,Sim,,,Sim,Sim,,,Sim,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,Sim,Sim,Sim,,Sim,,Sim,Sim,,,,,,,,Sim,,Sim,,,,,,,,Sim,,,,,,,,,,,,,Sim,Sim,,,Sim,Sim,,,,,,,,,,,,,,,
76,BMW,Série 3,320i Sport ActiveFlex,R$ 203.900,Salvador - BA,2020/2020,Flex,0,59.000,Automática,Preto,Sedan,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,2.0,184 (E) / 184 (G),27.5 (E) / 27.5 (G),235 (E),7.3 (E),6.5 (E) / 9.4 (G),13.3 (E),traseira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com quatro discos ventilados.,,1441,1811,4633,1505,60,2810,480,5,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,Sim,,,Sim,Sim,,,,,,,,,,Sim,Sim,,Sim,Sim,,,Sim,,,,Sim,,,,,,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,Sim,Sim,Sim,Sim,,,,Sim,,,,Sim,,,Sim,,,,,,,,,,Sim,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,
77,Renault,Sandero,Expression 1.6 16V SCe (Flex),R$ 45.900,Salvador - BA,2017/2017,Flex,1,60.000,,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,Sim,,Sim,1.6,118 (E) / 115 (G),15.9 (E) / 15.9 (G),185 (E) / 182 (G),9.8 (E),8.6 (E) / 12.8 (G),13.4 (E),dianteira,,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1536,1733,4060,1053,50,2590,320,5,,Sim,,,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,Sim,Sim,Sim,,,Sim,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Fiat,Mobi,Like 1.0 (Flex),R$ 52.900,Salvador - BA,2021/2022,Flex,1,58.000,,Preto,Hatch,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,,Sim,,,,Sim,Sim,Sim,1.0,74 (E) / 71 (G),9.7 (E) / 9.3 (G),154 (E) / 161 (G),13.4 (E),8.8 (E) / 12.7 (G),9.9 (E) / 14.3 (G),dianteira,,,,Dois freios à disco,,1502,1633,3566,933,47,2305,215,5,,,,,Sim,Sim,,Sim,Sim,,,,,Sim,,,,,,,Sim,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,Sim,,,,Sim,,,Sim,Sim,,,,,,,,,,,Sim,,,,,,
79,Ford,Ranger Cabine Dupla,Ranger 3.2 TD 4x4 CD XLT,R$ 109.990,Salvador - BA,2014/2014,Diesel,9,133.000,Manual,Branco,Picapes,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,,Sim,,,,3.2,200 (D),47.926662 (D),170 (D),12.9 (D),N/C,N/C,4x4,,"Suspensão tipo braços triangulares e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam) e traseira com barra estabilizadora, roda tipo rígida e molas feixe de lâminas.",,,1848,1815,5351,2151,80,3220,,5,,Sim,,,Sim,,,Sim,Sim,Sim,Sim,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,Sim,Sim,Sim,Sim,,Sim,,,,,,,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Peugeot,208,Allure 1.6 16V (Flex) (Aut),R$ 49.900,Salvador - BA,2016/2017,Flex,1,79,Automática,Branco,Hatch,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,1.6,122 (E) / 115 (G),16.4 (E) / 15.5 (G),191 (E) / 184 (G),10.7 (E),8.1 (E) / 11.7 (G),13 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1472,1702,3975,1178,55,2541,285,5,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,Sim,,,Sim,Sim,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Volkswagen,Saveiro,Trendline 1.6 MSI CS (Flex),R$ 71.900,Salvador - BA,2021/2022,Flex,1,29.000,,Branco,Picapes,,Sim,Sim,Sim,Sim,,,,Sim,,,,,,,,Sim,Sim,,1.6,104 (E) / 101 (G),15.6 (E) / 15.4 (G),176 (E) / 174 (G),10.4 (E) / 10.7 (G),7.5 (E) / 10.8 (G),8.8 (E) / 12.4 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco ventilados,Dois freios à disco sólidos,1562,1713,4474,1020,55,2753,924,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Renault,Sandero,Expression 1.0 16V (flex),R$ 32.900,Salvador - BA,2013/2014,Flex,3,110.000,,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,Sim,Sim,,Sim,1.0,77 (E) / 76 (G),10.1 (E) / 9.9 (G),161 (E) / 160 (G),14.1 (E),8.1 (E) / 12.4 (G),12.8 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco.,,1528,1746,4021,1025,50,2591,320,5,,Sim,,,Sim,Sim,,,Sim,,,,,,,,,,,,Sim,,Sim,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,,,,,,,,,,Sim,,,,,,
83,Chevrolet,Cruze,LT 1.8 16V Ecotec (Aut)(Flex),R$ 50.900,Salvador - BA,2011/2012,Flex,1,77.000,Automática,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,1.8,144 (E) / 140 (G),18.86475 (E) / 17.845034 (G),197 (E) / 203 (G),11.4 (E),6.6 (E),9.3 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1475,1788,4600,1436,60,2685,450,5,Sim,Sim,,,Sim,,,Sim,Sim,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,CAOA Chery,Tiggo 2,Tiggo2 1.5 16V LOOK (Aut) (Flex),R$ 66.900,Salvador - BA,2018/2019,Flex,8,55.000,Automática,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,,1.5,115 (E) / 110 (G),14.9 (E) / 13.8 (G),N/C,- (E),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1570,1760,4200,1240,,2555,420,5,,Sim,,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,Sim,,,,Sim,,,,,,,,,,,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Fiat,Strada,Hard Working 1.4 (Flex) (Cabine Simples),R$ 61.900,Salvador - BA,2020/2020,Flex,5,70.000,,Branco,Picapes,,Sim,Sim,,Sim,,Sim,Sim,Sim,,,,Sim,,,,Sim,,Sim,1.4,88 (E) / 85 (G),12.5 (E) / 12.4 (G),164 (E) / 163 (G),12.5 (E),7 (E) / 10.3 (G),10.9 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,,1590,1664,4438,1084,58,2718,,2,,,,,,,,Sim,Sim,,,,,,Sim,,,,,,Sim,,,,Sim,,Sim,,,,,Sim,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,Sim,,,,,Sim,,,,,,,,,,Sim,,,,Sim,,,Sim,Sim,,,,,,,,,,,Sim,,,,,,
86,Ford,EcoSport,Ecosport Freestyle 1.6 16V (Flex),R$ 61.900,Salvador - BA,2016/2016,Flex,6,61.000,,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,1.6,115 (E) / 110 (G),15.9 (E) / 15.7 (G),N/C,- (E),7 (E) / 10.2 (G),11.8 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",,,1696,1765,4241,1243,52,2521,362,5,,Sim,,,Sim,Sim,,Sim,Sim,,Sim,,,,,Sim,,,,,Sim,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,Sim,,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,
87,Nissan,Kicks,1.6 SV CVT (Flex),R$ 84.900,Salvador - BA,2019/2019,Flex,0,93.000,CVT,Prata,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,1.6,114 (E) / 114 (G),15.5 (E) / 15.5 (G),175 (E),12 (E),8.1 (E) / 11.4 (G),13.7 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1590,1760,4295,1132,41,2610,432,5,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,,,,,,,Sim,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,
88,Peugeot,2008,Allure 1.6 16V (Aut) (Flex),R$ 55.900,Salvador - BA,2017/2017,Flex,5,72,,Vermelho,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,Sim,1.6,122 (E) / 115 (G),16.3 (E) / 15.5 (G),177 (E) / 171 (G),11.9 (E),6.8 (E) / 9.4 (G),11 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1583,1739,4159,1086,55,,355,5,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,Sim,Sim,Sim,Sim,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Honda,Fit,1.5 16v EXL CVT (Flex),R$ 69.900,Salvador - BA,2016/2017,Flex,2,34.000,CVT,Branco,Monovolume,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,1.5,116 (E) / 115 (G),15.3 (E) / 15.2 (G),N/C,- (E),8.3 (E) / 12 (G),14 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1535,1694,3998,1101,46,2530,363,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Volkswagen,Gol,1.6 (Flex),R$ 56.900,Salvador - BA,2021/2022,Flex,5,26.000,,Branco,Hatch,,Sim,Sim,Sim,,,Sim,,Sim,,,,,,,,Sim,Sim,,1.6,104 (E) / 101 (G),15.6 (E) / 15.4 (G),182 (E) / 182 (G),10.1 (E) / 10.4 (G),7.8 (E) / 11.1 (G),9.5 (E) / 13.6 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1467,1893,3892,1031,55,2467,285,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Fiat,Uno,Attractive 1.0,R$ 45.900,Salvador - BA,2020/2021,Flex,2,47.000,,Cinza,Hatch,,Sim,Sim,Sim,Sim,,,Sim,Sim,,,,,,,,Sim,Sim,,1.0,75 (E) / 73 (G),9.9 (E) / 9.5 (G),153 (E) / 153 (G),13.8 (E) / 13.8 (G),8 (E) / 11.6 (G),9.4 (E) / 13.4 (G),Dianteira,Hidráulica,"Independente, McPherson com mola helicoidal",Eixo de torção com mola helicoidal,Discos sólidos,Tambor,1480,1636,3820,955,48,2376,280,5,,,,,Sim,,,,,,,,,,Sim,,,,,,Sim,Sim,Sim,,Sim,,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Renault,Logan,Zen 1.0 12V SCe (Flex),R$ 67.900,Salvador - BA,2022/2023,Flex,1,25.000,,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,Sim,,Sim,,,,Sim,Sim,,1.0,82 (E) / 79 (G),10.5 (E) / 10.2 (G),164 (E) / 162 (G),13.2 (E),9 (E) / 10 (G),13.2 (E) / 14.1 (G),dianteira,Eletro-hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal","	Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal",Dois freios à disco ,Dois freios à disco ,1570,1730,4350,1035,50,2635,510,5,Sim,,,,Sim,Sim,,Sim,Sim,,,,,,,,,,Sim,,Sim,,,,,,,,,,Sim,Sim,,,,,Sim,,,,,,,,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Fiat,Argo,Drive 1.0 (Flex),R$ 58.900,Salvador - BA,2021/2021,Flex,9,44.000,,Branco,Hatch,,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,Sim,Sim,Sim,1.0,77 (E) / 72 (G),10.910963 (E) / 10.401105 (G),162 (E) / 157 (G),13.4 (E),9.1 (E) / 13 (G),10.4 (E) / 14.7 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco ventilados,Tambor ,1503,1724,3998,1105,48,2521,300,5,,,,,Sim,Sim,,Sim,Sim,,,,,,Sim,,,,,,,,Sim,,Sim,Sim,Sim,,,,Sim,Sim,,,,,,Sim,Sim,,,,,,,Sim,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Ford,EcoSport,SE 1.5 (Aut) (flex),R$ 74.990,Salvador - BA,2020/2021,Flex,3,66.000,,Prata,SUV,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,1.5,137 (E) / 130 (G),16.2 (E) / 15.6 (G),180 (E),11.8 (E),7.1 (E) / 10.3 (G),8.6 (E) / 12.6 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal",Dois freios à disco ,Tambor ,1693,1765,4269,1279,52,2521,362,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Jeep,Renegade,Longitude 2.0 TDI 4x4 (Aut),R$ 87.900,Salvador - BA,2018/2018,Diesel,5,97.555,,Prata,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,2.0,170 (D),35.7 (D),190 (D),9.9 (D),9.6 (D),11.4 (D),4x4,Hidráulica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo McPherson e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Discos ventilados,Discos sólidos,1716,1798,4232,1636,60,2570,273,5,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,Sim,,,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Renault,Sandero,Expression 1.0 12V SCe (Flex),R$ 49.900,Salvador - BA,2019/2019,Flex,4,60.000,,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,,Sim,Sim,Sim,1.0,82 (E) / 79 (G),10.7 (E) / 10.5 (G),163 (E) / 160 (G),13 (E),9.5 (E) / 14.2 (G),14.1 (E),dianteira,,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1536,1733,4060,1053,50,2590,320,5,,Sim,,,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Fiat,Fiorino,1.4 Hard Working (Flex),R$ 70.900,Salvador - BA,2020/2020,Flex,7,56.000,,Branco,Furgão & Van,,Sim,Sim,Sim,Sim,,,Sim,Sim,,,,Sim,,,Sim,Sim,Sim,Sim,1.4,88 (E) / 85 (G),12.5 (E) / 12.4 (G),158 (E) / 157 (G),11.9 (E),7.6 (E) / 11 (G),13.2 (E),dianteira,Hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas feixe de lâminas.",Dois freios à disco.,,1900,1926,4384,1118,58,2717,,2,,,,,Sim,,,,,,,,,,Sim,,,,,,Sim,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Fiat,Uno,Attractive 1.0,R$ 47.900,Salvador - BA,2021/2021,Flex,0,46.000,,Branco,Hatch,Sim,Sim,Sim,Sim,,,,Sim,Sim,,,,,,,,Sim,Sim,Sim,1.0,75 (E) / 73 (G),9.9 (E) / 9.5 (G),153 (E) / 153 (G),13.8 (E) / 13.8 (G),8 (E) / 11.6 (G),9.4 (E) / 13.4 (G),Dianteira,Hidráulica,"Independente, McPherson com mola helicoidal",Eixo de torção com mola helicoidal,Discos sólidos,Tambor,1480,1636,3820,955,48,2376,280,5,,,,,Sim,,,,,,,,,,Sim,,,,,,Sim,Sim,Sim,,Sim,,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,Sim,Sim,Sim,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
