Marca,Modelo,Código API
Fiat,Toro Blackjack 2.4 16V flex Aut,8046
Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493
Fiat,Toro Endurance 1.8 16V Flex Aut.,8236
Fiat,Toro Endurance 1.8 16V Flex Mec.,8741
Fiat,Toro Endurance 2.0 16V 4x4 Diesel Aut.,8742
Fiat,Toro Freedom 1.3 T270 4x2 Flex Aut.,9494
Fiat,Toro Freedom 1.8 16V Flex Aut.,7475
Fiat,Toro Freedom 2.0 16V 4x2 TB Diesel Mec.,7476
Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069
Fiat,Toro Freedom 2.0 16V 4x4 TB Diesel Mec.,7477
Fiat,Toro Freedom 2.4 16V Flex Aut.,7789
Fiat,Toro Freedom Road 1.8 16V Flex Aut.,7950
Fiat,Toro Freedom Road 2.4 16V Flex Aut.,7951
Fiat,Toro Opening Ed. Plus 1.8 16V Flex Aut.,7921
Fiat,Toro Opening Edition 1.8 16V Flex Aut.,7478
Fiat,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070
Fiat,Toro Ranch 2.2 16V 4x4 TB Diesel Aut.,11346
Fiat,Toro Ultra 1.3 16V 4x2 TB Flex Aut.,11347
Fiat,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071
Fiat,Toro Vol. TRIBUTO 125 1.3 T270 Flex Aut.,11280
Fiat,Toro Volcano 1.3 T270 4x2 Flex Aut.,9495
Fiat,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479
Fiat,Toro Volcano 2.2 16V 4x4 TB Diesel Aut.,11348
Fiat,Toro Volcano 2.4 16V Flex Aut.,8237
Fiat,Uno 1.6 mpi 2p e 4p,634
Fiat,Uno 1.6R mpi / 1.6R / 1.5R,635
Fiat,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 2p,5480
Fiat,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p,5240
Fiat,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,6957
Fiat,UNO ATTRACTIVE 1.0 Flex 6V 5p,7732
Fiat,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 2p,5481
Fiat,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p,5239
Fiat,UNO CIAO 1.0 Fire Flex 8V 5p,9725
Fiat,Uno City / Smart City 1.0 4p,636
Fiat,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637
Fiat,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638
Fiat,Uno CSL 1.6 4p (Argentino),639
Fiat,UNO DRIVE 1.0 Flex 6V 5p,7952
Fiat,UNO ECONOMY 1.4 EVO Fire Flex 8V 2p,5664
Fiat,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p,5665
Fiat,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p,5666
Fiat,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p,5667
Fiat,UNO EVOLUTION 1.4 Fire Flex 8V 5p,6958
Fiat,UNO Furgão 1.0 Fire Flex 8V 3p,7119
Fiat,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640
Fiat,Uno Furgão 1.5 mpi/i.e.,641
Fiat,Uno Furgão 1.5/ 1.3,642
Fiat,Uno Mille  ELX  2p e 4p,643
Fiat,Uno Mille 1.0 Electronic 4p,646
Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644
Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645
Fiat,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647
Fiat,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,4763
Fiat,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,4764
Fiat,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316
Fiat,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317
Fiat,Uno Mille EP 2p e 4p,648
Fiat,Uno Mille Grazie 1.0 Fire Flex 8v 4p,6692
Fiat,Uno Mille SX 2p e 4p,650
Fiat,Uno Mille SX Young 1.0 IE,651
Fiat,UNO MILLE WAY ECO.XINGU 1.0 F.Flex 8v 5p,6320
Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 2p,4765
Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 4p,4766
Fiat,Uno Mille/ Mille EX/ Smart 2p,649
Fiat,Uno Mille/ Mille EX/ Smart 4p,652
Fiat,Uno S 1.5 i.e. / 1.5 / 1.3/ SX 1.3,653
Fiat,UNO SPORT. Dual. 1.4 B.Edit. Flex 8V 5p,7616
Fiat,UNO SPORT.INTERLAGOS 1.4 EVO F.Flex 8v,6321
Fiat,UNO SPORTING 1.3 Flex 8V 5p,7733
Fiat,UNO SPORTING 1.4 B.Edit. Flex 8V 5p,7617
Fiat,UNO SPORTING 1.4 EVO Fire Flex 8V 2p,5482
Fiat,UNO SPORTING 1.4 EVO Fire Flex 8V 4p,5465
Fiat,UNO SPORTING Dual./GSR 1.3 Flex 8V 5p,7734
Fiat,UNO SPORTING Dualogic 1.4 EVO Flex 8V 4p,7070
Fiat,Uno Turbo 1.4 i.e. 2p,654
Fiat,UNO VIVACE 1.0 EVO Fire Flex 8V 3p,5483
Fiat,UNO VIVACE Celeb. 1.0 EVO F. Flex 8V 3p,5484
Fiat,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p,5242
Fiat,UNO VIVACE College 1.0 EVO FireFlex 5p,6520
Fiat,UNO VIVACE ITALIA 1.0 EVO F. Flex 8V 5p,7149
Fiat,UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p,5241
Fiat,UNO WAY 1.0 EVO Fire Flex 8V 2p,5485
Fiat,UNO WAY 1.0 EVO Fire Flex 8V 5p,5243
Fiat,UNO WAY 1.0 Flex 6V 5p,7735
Fiat,UNO WAY 1.3 Flex 8V 5p,7736
Fiat,UNO WAY 1.4 EVO Dualogic Flex 8V 5p,7027
Fiat,UNO WAY 1.4 EVO Fire Flex 8V 2p,5486
Fiat,UNO WAY 1.4 EVO Fire Flex 8V 5p,5244
Fiat,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 2p,5487
Fiat,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 5p,5245
Fiat,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 2p,5488
Fiat,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p,5246
Fiat,UNO WAY Dual./GSR 1.3 Flex 8V 5p,7737
Fiat,UNO WAY RIO 450 1.0 EVO Flex 8V 5p,7183
Fiat,UNO WAY XINGU 1.0 EVO F.Flex 8V 5P,6322
Fiat,UNO WAY XINGU 1.4 EVO F.Flex 8V 5p,6323
Ford,Aerostar Mini-Van 3.8,655
Ford,Aspire 1.3,656
Ford,Belina GL 1.8 / 1.6,657
Ford,Belina L 1.8/ 1.6,658
Ford,Bronco Sport Wildtrak 2.0 Tb 16V AWD Aut,9452
Ford,Club Wagon V8,659
Ford,Club Wagon XLT 4.9 V6,660
Ford,Contour SE/ GL/ LX  2.0 16V,661
Ford,Contour SE/GL/ LX 2.5 24V,662
Ford,Corcel II GL/GT,663
Ford,Corcel II L,664
Ford,Courier 1.3i/Furgão,665
Ford,Courier 1.6 L/ 1.6 Flex,666
Ford,Courier CLX 1.4i 16V,667
Ford,Courier Si 1.4i 16V,668
Ford,Courier Sport 1.6 8v,669
Ford,Courier Van 1.6/ 1.6 Flex 8V (Carga),4134
Ford,Courier XL/XL-RS 1.6/ XL 1.6 Flex,670
Ford,Crown Victoria LX 4.6,671
Ford,Del Rey Belina Ghia,672
Ford,Del Rey Belina GL,673
Ford,Del Rey Belina GLX,674
Ford,Del Rey Belina L,675
Ford,Del Rey Ghia 1.8 / 1.6 2p e 4p,676
Ford,Del Rey GLX 1.6/1.8 / GL 1.6/1.8 2p e 4p,677
Ford,Del Rey L 1.8 / 1.6 2p e 4p,678
Ford,EcoSport  100 Anos 1.5 Flex 5p Aut.,8743
Ford,EcoSport 4WD 2.0/ 2.0 Flex 16V 5p,679
Ford,EcoSport FREESTYLE 1.5 12V Flex 5p Aut.,8004
Ford,EcoSport FREESTYLE 1.5 12V Flex 5p Mec.,8005
Ford,EcoSport FREESTYLE 1.6 16V Flex 5p,6157
Ford,EcoSport FREESTYLE 1.6 16V Flex 5p Aut.,7371
Ford,EcoSport FREESTYLE 2.0 16V 4WD Flex 5p,6464
Ford,EcoSport FREESTYLE 2.0 16V Flex 5p,6158
Ford,EcoSport FREESTYLE 2.0 16V Flex 5p Aut.,6913
Ford,EcoSport FREESTYLE PLUS 1.5 Flex 5p Aut.,8210
Ford,EcoSport S 1.6 16V Flex 5p,6159
Ford,EcoSport SE 1.5 12V Flex 5p Aut.,8006
Ford,EcoSport SE 1.5 12V Flex 5p Mec.,8007
Ford,EcoSport SE 1.6 16V Flex 5p Aut.,7372
Ford,EcoSport SE 1.6 16V Flex 5p Mec.,6160
Ford,EcoSport SE 2.0 16V Flex 5p Aut.,6263
Ford,EcoSport SE Direct 1.5 Flex 5p Aut.,9593
Ford,EcoSport SE Direct 1.6 16V Flex 5p Aut.,7686
Ford,EcoSport STORM 2.0 4WD 16V Flex 5p Aut.,8211
Ford,EcoSport TITANIUM 1.5 12V Flex 5p Aut.,8588
Ford,EcoSport TITANIUM 1.6 16V Flex 5p,6161
Ford,EcoSport TITANIUM 2.0 16V Flex 5p,6162
Ford,EcoSport TITANIUM 2.0 16V Flex 5p Aut.,6264
Ford,EcoSport XL 1.6/ 1.6 Flex 8V 5p,680
Ford,EcoSport XL Supercharger 1.0 8V 95cv 5p,681
Ford,EcoSport XLS 1.6/ 1.6 Flex 8V 5p,682
Ford,EcoSport XLS 2.0/2.0 Flex 16V 5p Aut.,4256
Ford,EcoSport XLS FREESTYLE 1.6 Flex 8V 5p,3886
Ford,EcoSport XLT 1.6/ 1.6 Flex 8V 5p,683
Ford,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Aut.,4257
Ford,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Mec.,684
Ford,EcoSport XLT FREESTYLE 1.6 Flex 8V 5p,4258
Ford,EcoSport XLT FREESTYLE 2.0 Flex 16V 5p,4829
Ford,EDGE LIMITED 3.5 V6 24V AWD Aut.,5413
Ford,EDGE LIMITED 3.5 V6 24V FWD Aut.,5741
Ford,EDGE SEL 3.5 V6  24V FWD Aut.,5742
Ford,EDGE SEL 3.5 V6 24V AWD Aut.,4810
Ford,EDGE ST 2.7 V6 24V AWD Aut.,8589
Ford,EDGE TITANIUM 3.5 V6 24V AWD Aut.,7718
Ford,Escort  Racer 2.0i,685
Ford,Escort Ghia 1.8i / 1.8 / 1.6,686
Ford,Escort Ghia 2.0i / 2.0,687
Ford,Escort GL 1.6 MPI,688
Ford,Escort GL 1.6i / 1.6,689
Ford,Escort GL 1.8i / 1.8,690
Ford,Escort GL 1.8i 16V 3p,691
Ford,Escort GL 1.8i 16V 4p,692
Ford,Escort GLX 1.6i,693
Ford,Escort GLX 1.8i 16V 4p,694
Ford,Escort GLX 1.8i 8v,695
Ford,Escort Guarujá 1.8 4p,696
Ford,Escort Hobby 1.0,697
Ford,Escort Hobby 1.6,698
Ford,Escort L 1.8i / 1.8,699
Ford,Escort L/LX 1.6,700
Ford,Escort RS 1.8i 16V,701
Ford,Escort S.W GL 1.8i 16V,702
Ford,Escort S.W. GLX 1.8i 16V,703
Ford,Escort SW 1.9 16v,704
Ford,Escort SW GL 1.6 MPI,705
Ford,Escort XR3 1.8 / 1.6 Beneton/Form./Laser,706
Ford,Escort XR3 1.8 / 1.6 Conversível,707
Ford,Escort XR3 2.0i,708
Ford,Escort XR3 2.0i Conversível,709
Ford,Expedition 5.4 V8,710
Ford,Explorer Limited 4.0 4x4 V6 213cv,711
Ford,Explorer Limited 5.0 4x4 V8,712
Ford,Explorer Sport 4.0 V6,713
Ford,Explorer XL 4x2 4.0 V6,714
Ford,Explorer XL 4x4 4.0 V6,715
Ford,Explorer XLT 4x2 4.0 V6,716
Ford,Explorer XLT 4x4 4.0 V6,717
Ford,F-100 2.3,718
Ford,F-100 Blazer 2.3,719
Ford,F-100 CD 2.3,720
Ford,F-100 Super 2.3,721
Ford,F-100 Super Série 2.3,722
Ford,F-1000 CD/Blazer 3.6,723
Ford,F-1000 CD/Blazer 3.9 Dies.,724
Ford,F-1000 Lightning/ Super 4.9i,725
Ford,F-1000 Regular Cab. 4.9i,726
Ford,F-1000 S. S. Diesel / S.S. Diesel Turbo,727
Ford,F-1000 SR XK  Deserter Diesel,728
Ford,F-1000 SR XK Deserter,729
Ford,F-1000 Super 3.6 / Super Série 3.6,730
Ford,F-1000 Super CE 4.9i / 3.6,731
Ford,F-1000 Super Diesel / Super Diesel Turbo,732
Ford,F-1000 Super Diesel CE 3.9,733
Ford,F-1000 Super Série CE 4.9/3.6,734
Ford,F-1000 Super Série CE Diesel 3.9,735
Ford,F-1000 Super/ S.Série 4x4 3.9 Diesel,736
Ford,F-1000 Tropical CD 4.9i,738
Ford,F-1000 Tropical CD HSD 2.5/4.3 Diesel TB,737
Ford,F-1000 Tropical SL/ Van 4.9i,739
Ford,F-1000 Tropical SL/ Van T.Diesel (todas),740
Ford,F-1000 XL 2.5 HSD Diesel TB,741
Ford,F-1000 XL 4.9i,742
Ford,F-1000 XL 4.9i CE,743
Ford,F-1000 XL 4x4 Diesel Turbo,744
Ford,F-1000 XL Diesel Turbo,745
Ford,F-1000 XLT 2.5 HSD Diesel TB,746
Ford,F-1000 XLT 4x4 Diesel Turbo,747
Ford,F-1000 XLT CE 4.9i,748
Ford,F-1000 XLT Diesel Turbo,749
Ford,F-1000 XLT/XL Lighting 4.9i,750
Ford,F-150 Lariat 4x4 5.0 V8,10398
Ford,F-150 Lariat Black 4x4 5.0 V8,11223
Ford,F-150 Platinum 4x4 5.0 V8,10399
Ford,F-150 XL Triton 4.3 V6,751
Ford,F-150 XLT Triton 4.3,752
Ford,F-150 XLT Triton 4.6 V8,753
Ford,F-150 XLT Triton 5.8,754
Ford,F-250 F-MILHA CD 3.9 TB Diesel,5191
Ford,F-250 Tropica./Tropmine Exec. 3.9 Diesel,6032
Ford,F-250 TropiCab CE 3.9 TB Diesel,4161
Ford,F-250 Tropical 3.9 Diesel,755
Ford,F-250 Tropical 4.2 CE / CD Diesel TB,756
Ford,F-250 Tropical 4.2 V6,757
Ford,F-250 Tropical SL/ Van T.Diesel (todas),758
Ford,F-250 Tropicampo CD 3.9 TB Diesel,4162
Ford,F-250 Tropiclassic 3.9 TB Diesel,4163
Ford,F-250 Tropivan Executive 3.9 TB Diesel,4164
Ford,F-250 Tropivan/Tropi. Plus 3.9 TB Diesel,4165
Ford,F-250 XL 3.9 4x2 Diesel,762
Ford,F-250 XL 3.9 4x4 TB Diesel,4056
Ford,F-250 XL 3.9 CD TB Diesel,4057
Ford,F-250 XL 4.2 180cv CD TB Diesel,759
Ford,F-250 XL 4.2 Turbo Diesel,760
Ford,F-250 XL 4.2 V6,761
Ford,F-250 XL Super Duty 3.9 Diesel,763
Ford,F-250 XL Super Duty 4.2 TB Diesel,764
Ford,F-250 XL Super Duty 4.2 V6,765
Ford,F-250 XLT 3.9 4x2 CD TB Diesel,4058
Ford,F-250 XLT 3.9 4x2 Diesel TB,766
Ford,F-250 XLT 3.9 4x4 CD TB Diesel,4059
Ford,F-250 XLT 3.9 4x4 TB Diesel,4060
Ford,F-250 XLT 4.2 180cv CD TB Diesel,767
Ford,F-250 XLT 4.2 TB Diesel,768
Ford,F-250 XLT 4.2 V6,769
Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,4135
Ford,Fiesta 1.0i 3p e 5p,770
Ford,Fiesta 1.3  3p e 5p,771
Ford,Fiesta 1.5 16V Flex Mec. 5p,6422
Ford,Fiesta 1.6 16V Flex Aut. 5p,6423
Ford,Fiesta 1.6 16V Flex Mec. 5p,6424
Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,772
Ford,Fiesta Class 1.0 2p,773
Ford,Fiesta Class 1.0 4p,774
Ford,Fiesta Class 1.6 8V 98cv 5p,775
Ford,Fiesta CLX 1.3i 3p,776
Ford,Fiesta CLX 1.3i 5p,777
Ford,Fiesta CLX 1.4i 16V 3p e 5p,778
Ford,Fiesta GL 1.0 3p,779
Ford,Fiesta GL 1.0 5p,780
Ford,Fiesta GL Class 1.0i 5p,781
Ford,Fiesta GLX 1.6 8V 3p,782
Ford,Fiesta GLX 1.6 8V 5p,783
Ford,Fiesta Personnalité 1.0 8V 66cv 5p,784
Ford,Fiesta S 1.0 8V Flex 5p,6425
Ford,Fiesta SE 1.0 8V Flex 5p,6426
Ford,Fiesta SE 1.6 16V Flex 5p,5668
Ford,Fiesta SE 1.6 8V Flex 5p,6427
Ford,Fiesta SE Plus 1.6 16V Flex Aut. 5p,8148
Ford,Fiesta SE Plus Direct 1.6 16V Flex Aut.,8008
Ford,Fiesta SE Style 1.6 16V Flex Mec. 5p,7753
Ford,Fiesta Sed. 1.6 8V Flex 4p,785
Ford,Fiesta Sed. Personnalité 1.0 8V 4p,786
Ford,Fiesta Sed. Supercharger 1.0 8V 4p,787
Ford,Fiesta Sed. TI./TI.Plus1.6 16V Flex Aut.,6523
Ford,Fiesta Sedan 1.0 8V Flex 4p,4136
Ford,Fiesta Sedan 1.6 16V Flex Aut.,6521
Ford,Fiesta Sedan 1.6 16V Flex Mec.,6522
Ford,Fiesta Sedan S 1.0 8V Flex 4p,6428
Ford,Fiesta Sedan SE 1.0 8V Flex 4p,6429
Ford,Fiesta Sedan SE 1.6 16V Flex 4p,5345
Ford,Fiesta Sedan SE 1.6 8V Flex 4p,6430
Ford,Fiesta Sedan SEL 1.6 16V Flex Aut.,8047
Ford,Fiesta Sedan SEL 1.6 16V Flex Mec.,8048
Ford,Fiesta Sedan Street 1.0 8v 4p,788
Ford,Fiesta Sedan Street 1.6 8v 4p,789
Ford,Fiesta Sedan TITANIUM 1.6 16V Flex Mec,6524
Ford,Fiesta SEL 1.0 12V EcoBoost Aut. 5p,8009
Ford,Fiesta SEL 1.6 16V Flex  Aut. 5p,7659
Ford,Fiesta SEL 1.6 16V Flex Mec. 5p,7660
Ford,Fiesta SEL Style 1.0 EcoBoost Aut . 5p,8177
Ford,Fiesta SEL Style 1.6 16V Flex Mec. 5p,7754
Ford,Fiesta Sport 1.0MPi 4p,790
Ford,Fiesta Sport 1.6 16V Flex Mec.,7184
Ford,Fiesta Sport 1.6MPi 4p,791
Ford,Fiesta Street 1.0 8v 3p,792
Ford,Fiesta Street 1.6 8v 95cv 5p,793
Ford,Fiesta Street/ Action 1.0 8v 5p,794
Ford,Fiesta Supercharger 1.0 8V 95cv 5p,795
Ford,Fiesta TIT./TIT.Plus 1.6 16V Flex Aut.,6431
Ford,Fiesta TIT.Plus 1.0 12V EcoBoost Aut. 5p,7661
Ford,Fiesta TITANIUM 1.6 16V Flex Mec.,6432
Ford,Fiesta TRAIL 1.0 8V Flex 5p,4409
Ford,Fiesta TRAIL 1.6 8V Flex 5p,4410
Ford,Focus 1.6 S/1.6 SE Flex 16v 5p Aut,6610
Ford,Focus 1.6 S/SE/SE Plus Flex 8V/16V  5p,796
Ford,Focus 1.8 16V 5p,797
Ford,Focus 2.0 16V/ 2.0 16V Flex 5p,798
Ford,Focus 2.0 16V/SE/SE Plus Flex 5p Aut.,799
Ford,Focus Fastback SE/SE PLUS 2.0 Flex Aut.,7284
Ford,Focus Fastback TIT./T.PLUS 2.0 Flex Aut.,7285
Ford,Focus Ghia  2.0 16V/ 2.0 16V Flex 5p Aut,800
Ford,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p,801
Ford,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,802
Ford,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,803
Ford,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,5450
Ford,Focus Sedan 1.6 16V Flex 4p Aut.,7687
Ford,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,804
Ford,Focus Sedan 1.8 16V 115cv 4p,805
Ford,Focus Sedan 2.0 16V/2.0 16V Flex 4p,806
Ford,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,807
Ford,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,5451
Ford,Focus TITANIUM 2.0 16V Flex 5p Mec.,5452
Ford,Furglaine 3.6,808
Ford,Furglaine 3.9 Diesel,809
Ford,Furglaine Chateaux/Exec. 3.9 Diesel,810
Ford,Fusion 2.5 16V 193cv Aut. (Híbrido),10006
Ford,Fusion 2.5L I-VCT Flex Aut.,6381
Ford,Fusion SE 2.5 I-VCT Flex 16V Aut.,7826
Ford,Fusion SEL 2.0 Ecobo. 16V 248cv Aut.,7755
Ford,Fusion SEL 2.3 16V  162cv Aut.,4061
Ford,Fusion SEL 2.5 16V 173cv Aut.,4922
Ford,Fusion SEL 3.0 V6  24V 243cv Aut.,5622
Ford,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.,4923
Ford,Fusion Titanium 2.0 145cv Aut. (Híbrido),10007
Ford,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,6324
Ford,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,6382
Ford,Ibiza 3.9 Furgão Diesel,811
Ford,Ibiza Chat./Exec. 3.9 Diesel,812
Ford,Ka 1.0 8V/1.0 8V ST Flex 3p,4514
Ford,Ka 1.0 FREESTYLE 12V Flex 5p Mec.,8744
Ford,Ka 1.0 S TiVCT Flex 5p,8149
Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,6915
Ford,Ka 1.0 SEL TiVCT Flex 5p,6914
Ford,Ka 1.0 TECNO 12V Flex 5p,8122
Ford,Ka 1.0 TECNO 8V Flex 3p,4789
Ford,Ka 1.0i 3p,813
Ford,Ka 1.5 100 Anos Flex 5p Aut.,8745
Ford,Ka 1.5 FreeStyle 12V Flex 5p Aut.,8401
Ford,Ka 1.5 FreeStyle 12V Flex 5p Mec.,8402
Ford,Ka 1.5 SE 12V Flex 5p Aut.,8440
Ford,Ka 1.5 SE 12V Flex 5p Mec.,8441
Ford,Ka 1.5 SE Plus 12V Flex 5p Aut.,8442
Ford,Ka 1.5 SE Plus 12V Flex 5p Mec.,8443
Ford,Ka 1.5 SE/SE PLUS 16V Flex 5p,6916
Ford,Ka 1.5 Sedan SE 12V Flex 4p Aut.,8444
Ford,Ka 1.5 Sedan SE 12V Flex 4p Mec.,8445
Ford,Ka 1.5 Sedan SE Plus 12V Flex 4p Aut.,8446
Ford,Ka 1.5 Sedan SE Plus 12V Flex 4p Mec.,8447
Ford,Ka 1.5 Sedan SEL 12V Flex 4p Aut.,8746
Ford,Ka 1.5 Sedan SEL 12V Flex 4p Mec.,8448
Ford,Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut.,8403
Ford,Ka 1.5 TITANIUM 12V Flex 5p Aut.,8449
Ford,Ka 1.6 8V Flex 3p,4515
Ford,Ka 1.6 TECNO 8V Flex 3p,4790
Ford,Ka Action 1.6 MPI 8V 95cv,814
Ford,Ka Black 1.0 MPI 8v 65cv,815
Ford,Ka Black 1.6 MPI 8v 95cv,816
Ford,Ka CLX 1.3i 3p,817
Ford,Ka GL 1.0i Zetec Rocam,818
Ford,Ka GL Image 1.0i/ 1.0i Zetec Rocam,819
Ford,Ka Image 1.0i,820
Ford,Ka MP3 1.0 MPI 8V 65cv,3887
Ford,Ka MP3 1.6 MPI 8V 95cv,3888
Ford,Ka SEL 1.5 16V Flex 5p,6917
Ford,Ka Sport 1.6 8V Flex 3p,5623
Ford,Ka Street 1.0i,821
Ford,Ka Tecno 1.0i 8v Zetec Rocam,822
Ford,Ka TRAIL 1.0 12V Flex Mec. 5p,7905
Ford,Ka TRAIL 1.5 16V Flex Mec. 5p,7904
Ford,Ka XR 1.6 MPI 8V,823
Ford,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,6919
Ford,Ka+ Sedan 1.0 SEL TiCVT Flex 4p,6918
Ford,Ka+ Sedan 1.5 ADVANCED 16V Flex 4p,8123
Ford,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p,6920
Ford,Ka+ Sedan 1.5 SEL 16V Flex 4p,6921
Ford,Maverick Lariat FX4 2.0 EcoBoost Aut.,9744
Ford,Maverick Lariat Hybrid 2.5 Aut.,10758
Ford,Mondeo CLX 1.8 4p e 5p,824
Ford,Mondeo CLX 1.8i SW,825
Ford,Mondeo CLX 2.0i 4p Aut,826
Ford,Mondeo CLX 2.0i 4p Mec,827
Ford,Mondeo CLX 2.0i SW Aut,828
Ford,Mondeo CLX 2.0i SW Mec,829
Ford,Mondeo Ghia 2.0 16V 143cv 4p Aut,830
Ford,Mondeo Ghia 2.0 16V 143cv 4p Mec,831
Ford,Mondeo Ghia 2.5 V6 Aut,832
Ford,Mondeo Ghia 2.5 V6 Mec,833
Ford,Mondeo GLX 2.0 16V 4p Aut,834
Ford,Mondeo GLX 2.0 4p e 5p,835
Ford,Mondeo GLX 2.0i SW Mec./ Aut.,836
Ford,Mustang 3.8 V6,837
Ford,Mustang 3.8 V6 Conv.,838
Ford,Mustang Black Shadow 5.0 V8,8987
Ford,Mustang Cobra 5.7 V8,839
Ford,Mustang GT Performance 5.0 V8,10993
Ford,Mustang GT Premium 5.0 V8,8238
Ford,Mustang GT V8,840
Ford,Mustang GT V8 Conversível,841
Ford,Mustang MACH 1 5.0 V8,9354
Ford,Mustang Mach-E GT Performance (Elétrico),10868
Ford,Pampa 4x4 Jeep GL / L 1.6,842
Ford,Pampa Ghia 1.6/1.8/DUO,843
Ford,Pampa GL 1.6/ 1.8,844
Ford,Pampa L 1.6,845
Ford,Pampa L 1.8i / 1.8,846
Ford,Pampa S 1.8,847
Ford,Probe 2.0/2.2,848
Ford,Probe GT 2.5 V6,849
Ford,Ranger 2.5 4x2 CD TB Diesel,850
Ford,Ranger 2.5 4x2 CE Diesel,851
Ford,Ranger 2.5 4x2 TB Diesel,852
Ford,Ranger 2.5 4x4 CD TB Diesel,853
Ford,Ranger 2.5 4x4 CE TB Diesel,854
Ford,Ranger 2.5 4x4 TB Diesel,855
Ford,Ranger 2.5i CD,856
Ford,Ranger 2.5i CE,857
Ford,Ranger 2.5i CS,858
Ford,Ranger Black 2.0 4x2 CD TB Diesel Aut.,11234
Ford,Ranger Black 2.2 4x2 CD Diesel Aut.,9359
Ford,Ranger FX4 3.2 20V 4x4 CD Diesel Aut.,9772
Ford,Ranger Limited 2.3 150cv CD,4998
Ford,Ranger Limited 2.5 16V 4x2 CD Flex,6163
Ford,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,859
Ford,Ranger Limited 3.0 V6 4x4 CD TB Die. Aut,10761
Ford,Ranger Limited 3.2 4x4 CD Diesel Aut.,10741
Ford,Ranger Limited+ 3.0 V6 4x4 CD TB Die Aut,10762
Ford,Ranger Raptor 3.0 V6 Bi-Turbo 4WD AUT.,10891
Ford,Ranger Splash CE,860
Ford,Ranger Splash CS,861
Ford,Ranger SPORT 2.5 Flex 16V 4x2 CS,6746
Ford,Ranger SPORTRAC 2.2 16V 4x4 CD Dies Aut.,8079
Ford,Ranger Storm 3.2 20V 4x4 CD Diesel Aut.,9080
Ford,Ranger STX 4.0 CS/ CE,862
Ford,Ranger TROPICAB 2.5 16V 4X2 Flex,6525
Ford,Ranger TROPICAB 3.2 20V 4X4 TB Diesel,6526
Ford,Ranger TROPIVAN 2.5 16V 4X2 Flex,6527
Ford,Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut.,6528
Ford,Ranger TROPIVAN 3.2 20V 4X4 TB Diesel,6529
